,kepid,digits,KeplerName,Disposition
522,8644288,K00137.01,Kepler-18 c,CANDIDATE
523,5738346,K01006.01,,FALSE POSITIVE
524,1725016,K01007.01,Kepler-748 b,CANDIDATE
525,1722276,K01008.01,,FALSE POSITIVE
526,892772,K01009.01,,FALSE POSITIVE
527,1027438,K01010.01,,FALSE POSITIVE
528,10268907,K01077.01,,FALSE POSITIVE
529,5446285,K00142.01,Kepler-88 b,CANDIDATE
530,10166274,K01078.01,Kepler-267 b,CANDIDATE
531,10166274,K01078.02,Kepler-267 c,CANDIDATE
532,10166274,K01078.03,Kepler-267 d,CANDIDATE
533,10153827,K01079.01,,FALSE POSITIVE
534,5735762,K00148.03,Kepler-48 d,CANDIDATE
535,8302450,K01144.01,,FALSE POSITIVE
536,8313667,K01145.01,,CANDIDATE
537,8351704,K01146.01,Kepler-779 b,CANDIDATE
538,8299955,K01147.01,,FALSE POSITIVE
539,9513865,K00943.01,Kepler-736 b,CANDIDATE
540,9595686,K00944.01,,CANDIDATE
541,9605514,K00945.01,,CANDIDATE
542,9605514,K00945.02,,CANDIDATE
543,9661877,K00946.01,,FALSE POSITIVE
544,5728283,K01011.01,,FALSE POSITIVE
545,8127639,K01012.01,,FALSE POSITIVE
546,6047498,K01013.01,,FALSE POSITIVE
547,8125580,K01014.01,Kepler-749 b,CANDIDATE
548,8158127,K01015.01,Kepler-750 b,CANDIDATE
549,10158990,K01080.01,,FALSE POSITIVE
550,10149023,K01081.01,,FALSE POSITIVE
551,10141900,K01082.01,,CANDIDATE
552,10141900,K01082.02,,CANDIDATE
553,10141900,K01082.03,Kepler-763 b,CANDIDATE
554,8410727,K01148.01,Kepler-270 b,CANDIDATE
555,8410727,K01148.02,Kepler-270 c,CANDIDATE
556,8349405,K01149.01,,FALSE POSITIVE
557,8278371,K01150.01,Kepler-780 b,CANDIDATE
558,8280511,K01151.01,Kepler-271 b,CANDIDATE
559,8280511,K01151.02,Kepler-271 c,CANDIDATE
560,9710326,K00947.01,Kepler-737 b,CANDIDATE
561,9761882,K00948.01,Kepler-738 b,CANDIDATE
562,5297298,K00130.01,,CANDIDATE
563,9766437,K00949.01,Kepler-739 b,CANDIDATE
564,9772531,K00950.01,,CANDIDATE
565,9775938,K00951.01,Kepler-258 b,CANDIDATE
566,8644288,K00137.02,Kepler-18 d,CANDIDATE
567,8158127,K01015.02,Kepler-750 c,CANDIDATE
568,8176653,K01016.01,,FALSE POSITIVE
569,8174625,K01017.01,Kepler-751 b,CANDIDATE
570,8183911,K01018.01,,FALSE POSITIVE
571,8179973,K01019.01,,FALSE POSITIVE
572,10157458,K01083.01,Kepler-764 b,CANDIDATE
573,4649305,K00143.01,,CANDIDATE
574,10148521,K01084.01,,FALSE POSITIVE
575,10118816,K01085.01,,CANDIDATE
576,10122255,K01086.01,Kepler-765 b,CANDIDATE
577,3124412,K01087.01,,FALSE POSITIVE
578,3835670,K00149.01,Kepler-473 b,CANDIDATE
579,10287248,K01152.01,,FALSE POSITIVE
580,10351767,K01153.01,,FALSE POSITIVE
581,10295951,K01154.01,,CANDIDATE
582,10342041,K01155.01,,FALSE POSITIVE
583,10514770,K01156.01,,FALSE POSITIVE
584,9775938,K00951.02,Kepler-258 c,CANDIDATE
585,9787239,K00952.01,Kepler-32 b,CANDIDATE
586,9787239,K00952.02,Kepler-32 c,CANDIDATE
587,9787239,K00952.03,Kepler-32 d,CANDIDATE
588,9787239,K00952.04,Kepler-32 e,CANDIDATE
589,9787239,K00952.05,Kepler-32 f,CANDIDATE
590,2309719,K01020.01,,FALSE POSITIVE
591,2558363,K01021.01,,FALSE POSITIVE
592,2716853,K01022.01,Kepler-752 b,CANDIDATE
593,2445154,K01023.01,,FALSE POSITIVE
594,2715135,K01024.01,Kepler-753 b,CANDIDATE
595,8644288,K00137.03,Kepler-18 b,CANDIDATE
596,3247268,K01089.01,Kepler-418 b,CANDIDATE
597,3247268,K01089.02,,CANDIDATE
598,3232859,K01090.01,,FALSE POSITIVE
599,3098184,K01091.01,,FALSE POSITIVE
600,2720309,K01092.01,,FALSE POSITIVE
601,10342065,K01157.01,,FALSE POSITIVE
602,10352945,K01158.01,,FALSE POSITIVE
603,10354039,K01159.01,,CANDIDATE
604,10330115,K01160.01,Kepler-781 b,CANDIDATE
605,10426656,K01161.01,Kepler-272 c,CANDIDATE
606,9820483,K00953.01,Kepler-740 b,CANDIDATE
607,9941662,K00013.01,Kepler-13 b,CANDIDATE
608,7778437,K00131.01,Kepler-471 b,CANDIDATE
609,9823457,K00954.01,Kepler-259 b,CANDIDATE
610,9823457,K00954.02,Kepler-259 c,CANDIDATE
611,2574201,K01025.01,,FALSE POSITIVE
612,2166206,K01028.01,,FALSE POSITIVE
613,2164169,K01029.01,,CANDIDATE
614,2574338,K01030.01,,CANDIDATE
615,2584163,K01031.01,Kepler-754 b,CANDIDATE
616,4180280,K00144.01,Kepler-472 b,CANDIDATE
617,3239636,K01093.01,,FALSE POSITIVE
618,2721030,K01094.01,Kepler-766 b,CANDIDATE
619,3329204,K01095.01,,CANDIDATE
620,3230491,K01096.01,,CANDIDATE
621,3340070,K01097.01,,FALSE POSITIVE
622,7626506,K00150.01,Kepler-112 b,CANDIDATE
623,10426656,K01161.02,Kepler-272 d,CANDIDATE
624,10426656,K01161.03,Kepler-272 b,CANDIDATE
625,10528068,K01162.01,Kepler-782 b,CANDIDATE
626,10468940,K01163.01,Kepler-273 b,CANDIDATE
627,9825625,K00955.01,Kepler-741 b,CANDIDATE
628,9875711,K00956.01,Kepler-742 b,CANDIDATE
629,7661409,K00957.01,,FALSE POSITIVE
630,1026957,K00958.01,,CANDIDATE
631,10002261,K00959.01,,CANDIDATE
632,8176650,K00960.01,,FALSE POSITIVE
633,2162635,K01032.01,,CANDIDATE
634,5899544,K01034.01,,FALSE POSITIVE
635,5963222,K01035.01,,FALSE POSITIVE
636,5982353,K01036.01,,FALSE POSITIVE
637,6205468,K01037.01,,FALSE POSITIVE
638,8506766,K00138.01,,FALSE POSITIVE
639,3240706,K01098.01,,FALSE POSITIVE
640,2853093,K01099.01,Kepler-767 b,CANDIDATE
641,3228824,K01100.01,,FALSE POSITIVE
642,3245969,K01101.01,Kepler-768 b,CANDIDATE
643,3231341,K01102.01,Kepler-24 c,CANDIDATE
644,10468940,K01163.02,Kepler-273 c,CANDIDATE
645,10341831,K01164.01,,FALSE POSITIVE
646,10337517,K01165.01,,CANDIDATE
647,10337517,K01165.02,Kepler-783 b,CANDIDATE
648,10351231,K01166.01,,CANDIDATE
649,10485179,K01167.01,,FALSE POSITIVE
650,8561063,K00961.01,Kepler-42 b,CANDIDATE
651,8561063,K00961.02,Kepler-42 c,FALSE POSITIVE
652,8892910,K00132.01,,FALSE POSITIVE
653,10657664,K00964.01,,FALSE POSITIVE
654,3337351,K00965.01,,FALSE POSITIVE
655,5802486,K01039.01,,FALSE POSITIVE
656,5817553,K01040.01,,FALSE POSITIVE
657,5982368,K01041.01,,FALSE POSITIVE
658,5816811,K01042.01,,FALSE POSITIVE
659,5816165,K01043.01,,FALSE POSITIVE
660,7102227,K01360.01,Kepler-290 c,CANDIDATE
661,7102227,K01360.02,Kepler-290 b,CANDIDATE
662,7102227,K01360.03,,CANDIDATE
663,6960913,K01361.01,Kepler-61 b,CANDIDATE
664,6837146,K01362.01,,CANDIDATE
665,11122894,K01426.02,Kepler-297 c,CANDIDATE
666,11122894,K01426.03,,CANDIDATE
667,11129738,K01427.01,Kepler-844 b,CANDIDATE
668,11401182,K01428.01,Kepler-845 b,CANDIDATE
669,11030711,K01429.01,,CANDIDATE
670,11512246,K00168.03,Kepler-23 b,CANDIDATE
671,6607286,K01239.01,,CANDIDATE
672,6607286,K01239.02,,CANDIDATE
673,6690082,K01240.01,Kepler-280 b,CANDIDATE
674,6690082,K01240.02,Kepler-280 c,CANDIDATE
675,6448890,K01241.01,Kepler-56 c,CANDIDATE
676,6448890,K01241.02,Kepler-56 b,FALSE POSITIVE
677,10730034,K01305.01,Kepler-285 b,CANDIDATE
678,10730034,K01305.02,Kepler-285 c,CANDIDATE
679,10858691,K01306.01,Kepler-286 b,CANDIDATE
680,10858691,K01306.02,Kepler-286 c,CANDIDATE
681,10858691,K01306.03,Kepler-286 d,CANDIDATE
682,8107380,K00162.01,Kepler-476 b,CANDIDATE
683,6936909,K01363.01,Kepler-291 b,CANDIDATE
684,6936909,K01363.02,Kepler-291 c,CANDIDATE
685,6962977,K01364.01,Kepler-292 f,CANDIDATE
686,6962977,K01364.02,Kepler-292 d,CANDIDATE
687,11176127,K01430.01,Kepler-298 b,CANDIDATE
688,11176127,K01430.02,Kepler-298 c,CANDIDATE
689,11176127,K01430.03,Kepler-298 d,CANDIDATE
690,11075279,K01431.01,,CANDIDATE
691,11014932,K01432.01,Kepler-299 c,CANDIDATE
692,6607447,K01242.01,,CANDIDATE
693,6677256,K01243.01,,FALSE POSITIVE
694,8030148,K00155.01,Kepler-474 b,CANDIDATE
695,6692833,K01244.01,,FALSE POSITIVE
696,6693640,K01245.01,Kepler-798 b,CANDIDATE
697,10858691,K01306.04,Kepler-286 e,CANDIDATE
698,10973814,K01307.01,Kepler-287 c,CANDIDATE
699,10973814,K01307.02,Kepler-287 b,CANDIDATE
700,6541920,K00157.05,Kepler-11 g,CANDIDATE
701,10586208,K01308.01,Kepler-811 b,CANDIDATE
702,6962977,K01364.03,Kepler-292 e,CANDIDATE
703,6962977,K01364.04,Kepler-292 c,CANDIDATE
704,6962977,K01364.05,Kepler-292 b,CANDIDATE
705,7174351,K01365.01,,FALSE POSITIVE
706,6932987,K01366.01,Kepler-293 b,CANDIDATE
707,11014932,K01432.02,Kepler-299 d,CANDIDATE
708,11014932,K01432.03,Kepler-299 b,CANDIDATE
709,11014932,K01432.04,Kepler-299 e,CANDIDATE
710,11288505,K01433.01,Kepler-846 b,CANDIDATE
711,11493431,K01434.01,Kepler-847 b,CANDIDATE
712,6441738,K01246.01,,CANDIDATE
713,8801343,K01247.01,,FALSE POSITIVE
714,8488878,K01248.01,,FALSE POSITIVE
715,8560285,K01249.01,,FALSE POSITIVE
716,8620565,K01250.01,,FALSE POSITIVE
717,8616873,K01251.01,,FALSE POSITIVE
718,10854768,K01309.01,Kepler-812 b,CANDIDATE
719,10964440,K01310.01,Kepler-813 b,CANDIDATE
720,10713616,K01311.01,,CANDIDATE
721,10963242,K01312.01,Kepler-814 b,CANDIDATE
722,10785538,K01313.01,,FALSE POSITIVE
723,6932987,K01366.02,Kepler-293 c,CANDIDATE
724,8191672,K00018.01,Kepler-5 b,CANDIDATE
725,6851425,K00163.01,Kepler-477 b,CANDIDATE
726,6934291,K01367.01,Kepler-828 b,CANDIDATE
727,7357531,K01368.01,,FALSE POSITIVE
728,6185711,K00169.01,,FALSE POSITIVE
729,11037335,K01435.01,Kepler-300 c,CANDIDATE
730,11037335,K01435.02,Kepler-300 b,CANDIDATE
731,11389771,K01436.01,Kepler-301 b,CANDIDATE
732,11389771,K01436.02,Kepler-301 d,CANDIDATE
733,8737796,K01252.01,,FALSE POSITIVE
734,8462258,K01253.01,,FALSE POSITIVE
735,10925104,K00156.01,Kepler-114 c,CANDIDATE
736,8454250,K01254.01,,CANDIDATE
737,8494263,K01255.01,,FALSE POSITIVE
738,8848271,K01256.01,,FALSE POSITIVE
739,10585852,K01314.01,Kepler-815 b,CANDIDATE
740,10928043,K01315.01,,CANDIDATE
741,10794087,K01316.01,,CANDIDATE
742,10794087,K01316.02,,CANDIDATE
743,6541920,K00157.06,Kepler-11 b,CANDIDATE
744,4275739,K01317.01,,FALSE POSITIVE
745,7287415,K01369.01,,CANDIDATE
746,6924203,K01370.01,Kepler-829 b,CANDIDATE
747,6878167,K01371.01,,FALSE POSITIVE
748,6880531,K01372.01,,FALSE POSITIVE
749,6863839,K01373.01,,FALSE POSITIVE
750,7296086,K01374.01,,FALSE POSITIVE
751,11389771,K01436.03,Kepler-301 c,CANDIDATE
752,11599038,K01437.01,,CANDIDATE
753,11193263,K01438.01,Kepler-848 b,CANDIDATE
754,11027624,K01439.01,Kepler-849 b,CANDIDATE
755,11032227,K01440.01,Kepler-850 b,CANDIDATE
756,8751933,K01257.01,Kepler-420 b,FALSE POSITIVE
757,8630788,K01258.01,Kepler-281 c,CANDIDATE
758,8630788,K01258.02,Kepler-281 b,CANDIDATE
759,8630788,K01258.03,,CANDIDATE
760,8823426,K01259.01,,FALSE POSITIVE
761,4070376,K01318.01,,FALSE POSITIVE
762,4078157,K01319.01,,FALSE POSITIVE
763,4164994,K01320.01,Kepler-816 b,CANDIDATE
764,4480676,K01321.01,,FALSE POSITIVE
765,4079535,K01322.01,,FALSE POSITIVE
766,6766634,K01375.01,,CANDIDATE
767,6774826,K01376.01,,FALSE POSITIVE
768,5652237,K00164.01,,FALSE POSITIVE
769,7211469,K01377.01,Kepler-830 b,CANDIDATE
770,7375795,K01378.01,,FALSE POSITIVE
771,7255336,K00019.01,,FALSE POSITIVE
772,7831264,K00171.01,Kepler-116 b,CANDIDATE
773,7802136,K01449.01,,FALSE POSITIVE
774,7532973,K01450.01,Kepler-854 b,FALSE POSITIVE
775,9632895,K01451.01,,FALSE POSITIVE
776,7449844,K01452.01,,FALSE POSITIVE
777,8766222,K01260.01,,FALSE POSITIVE
778,8678594,K01261.01,Kepler-799 b,CANDIDATE
779,10925104,K00156.02,Kepler-114 b,CANDIDATE
780,8678594,K01261.02,,CANDIDATE
781,8703884,K01262.01,,FALSE POSITIVE
782,8560840,K01263.01,,FALSE POSITIVE
783,4076098,K01323.01,Kepler-817 b,CANDIDATE
784,4551328,K01324.01,,FALSE POSITIVE
785,4282872,K01325.01,Kepler-818 b,CANDIDATE
786,4639868,K01326.01,,FALSE POSITIVE
787,10555375,K00158.01,,FALSE POSITIVE
788,4372768,K01327.01,,FALSE POSITIVE
789,7375795,K01378.02,,FALSE POSITIVE
790,7211221,K01379.01,Kepler-831 b,CANDIDATE
791,7025526,K01380.01,,FALSE POSITIVE
792,9451127,K01381.01,,FALSE POSITIVE
793,9446824,K01382.01,,FALSE POSITIVE
794,11356260,K01441.01,Kepler-851 b,CANDIDATE
795,11044770,K00170.01,,FALSE POSITIVE
796,11600889,K01442.01,Kepler-407 b,CANDIDATE
797,11197126,K01443.01,,FALSE POSITIVE
798,11043167,K01444.01,Kepler-852 b,CANDIDATE
799,8612847,K01264.01,Kepler-800 b,CANDIDATE
800,8552583,K01265.01,,FALSE POSITIVE
801,8547140,K01266.01,Kepler-801 b,CANDIDATE
802,8519253,K01267.01,,FALSE POSITIVE
803,8813698,K01268.01,,CANDIDATE
804,8757910,K01269.01,,FALSE POSITIVE
805,4072526,K01329.01,Kepler-819 b,CANDIDATE
806,4150539,K01330.01,,FALSE POSITIVE
807,4274548,K01331.01,,CANDIDATE
808,4455231,K01332.01,Kepler-288 c,CANDIDATE
809,8953257,K01383.01,,FALSE POSITIVE
810,8971432,K01384.01,,FALSE POSITIVE
811,9278553,K01385.01,,FALSE POSITIVE
812,9527915,K00165.01,Kepler-478 b,CANDIDATE
813,9143254,K01386.01,,FALSE POSITIVE
814,8949247,K01387.01,,FALSE POSITIVE
815,11336883,K01445.01,Kepler-853 b,CANDIDATE
816,11336883,K01445.02,,CANDIDATE
817,11336883,K01445.03,,CANDIDATE
818,12506351,K01446.01,,FALSE POSITIVE
819,7622486,K01447.01,,FALSE POSITIVE
820,7622486,K01447.02,,FALSE POSITIVE
821,9705459,K01448.01,,CANDIDATE
822,8564587,K01270.01,Kepler-57 b,CANDIDATE
823,10925104,K00156.03,Kepler-114 d,CANDIDATE
824,8564587,K01270.02,Kepler-57 c,CANDIDATE
825,8631160,K01271.01,,CANDIDATE
826,8552498,K01272.01,,FALSE POSITIVE
827,8806072,K01273.01,Kepler-802 b,CANDIDATE
828,4455231,K01332.02,Kepler-288 b,CANDIDATE
829,4455231,K01332.03,Kepler-288 d,CANDIDATE
830,4285107,K01333.01,,FALSE POSITIVE
831,4150624,K01334.01,,FALSE POSITIVE
832,8972058,K00159.01,Kepler-115 c,CANDIDATE
833,9346253,K01388.01,,FALSE POSITIVE
834,9002237,K01389.01,,FALSE POSITIVE
835,9288786,K01390.01,,FALSE POSITIVE
836,8958035,K01391.01,,FALSE POSITIVE
837,9040849,K01392.01,,FALSE POSITIVE
838,9202151,K01393.01,,CANDIDATE
839,7842610,K01453.01,,FALSE POSITIVE
840,7830637,K01454.01,,FALSE POSITIVE
841,4760746,K01455.01,,FALSE POSITIVE
842,7832356,K01456.01,Kepler-855 b,CANDIDATE
843,9643874,K01457.01,Kepler-856 b,CANDIDATE
844,8800954,K01274.01,Kepler-421 b,CANDIDATE
845,8583696,K01275.01,Kepler-803 b,CANDIDATE
846,8804283,K01276.01,,CANDIDATE
847,8804283,K01276.02,,CANDIDATE
848,8552565,K01277.01,,FALSE POSITIVE
849,4155328,K01335.01,Kepler-820 b,CANDIDATE
850,4077526,K01336.01,Kepler-58 b,CANDIDATE
851,4077526,K01336.02,Kepler-58 c,CANDIDATE
852,4077526,K01336.03,Kepler-58 d,CANDIDATE
853,4077526,K01336.04,,CANDIDATE
854,8937021,K01394.01,,FALSE POSITIVE
855,8935810,K01395.01,,CANDIDATE
856,2441495,K00166.01,Kepler-479 b,CANDIDATE
857,9455556,K01396.01,Kepler-294 c,CANDIDATE
858,9455556,K01396.02,Kepler-294 b,CANDIDATE
859,9427402,K01397.01,,CANDIDATE
860,3732821,K01207.01,Kepler-790 b,CANDIDATE
861,3962440,K01208.01,,CANDIDATE
862,3534076,K01209.01,,CANDIDATE
863,3962357,K01210.01,Kepler-791 b,CANDIDATE
864,9110357,K00016.01,,FALSE POSITIVE
865,8394721,K00152.04,Kepler-79 e,CANDIDATE
866,8609450,K01278.01,Kepler-282 d,CANDIDATE
867,6541920,K00157.01,Kepler-11 c,CANDIDATE
868,8609450,K01278.02,Kepler-282 e,CANDIDATE
869,8609450,K01278.03,Kepler-282 b,CANDIDATE
870,8609450,K01278.04,Kepler-282 c,CANDIDATE
871,4243911,K01337.01,Kepler-821 b,CANDIDATE
872,5177104,K01603.01,Kepler-904 b,CANDIDATE
873,4466677,K01338.01,Kepler-822 b,CANDIDATE
874,4466677,K01338.02,,CANDIDATE
875,4466677,K01338.03,,CANDIDATE
876,4135665,K01339.01,Kepler-823 b,CANDIDATE
877,9269281,K01398.01,,CANDIDATE
878,9100484,K01399.01,,CANDIDATE
879,9157908,K01400.01,,FALSE POSITIVE
880,9030447,K01401.01,,FALSE POSITIVE
881,9034103,K01402.01,Kepler-832 b,CANDIDATE
882,9214942,K01403.01,Kepler-833 b,CANDIDATE
883,2557430,K06277.01,,FALSE POSITIVE
884,3858704,K01211.01,,FALSE POSITIVE
885,3749134,K01212.01,Kepler-792 b,CANDIDATE
886,3556220,K01213.01,,FALSE POSITIVE
887,3660924,K01214.01,Kepler-793 b,CANDIDATE
888,3939150,K01215.01,Kepler-277 b,CANDIDATE
889,8628758,K01279.01,Kepler-804 b,CANDIDATE
890,8628758,K01279.02,Kepler-804 c,CANDIDATE
891,8509361,K01280.01,,FALSE POSITIVE
892,8742590,K01281.01,,CANDIDATE
893,8822366,K01282.01,Kepler-805 b,CANDIDATE
894,8972058,K00159.02,Kepler-115 b,CANDIDATE
895,4386059,K01340.01,,FALSE POSITIVE
896,4650674,K01341.01,Kepler-824 b,CANDIDATE
897,4275721,K01342.01,Kepler-825 b,CANDIDATE
898,4275721,K01342.02,Kepler-825 c,CANDIDATE
899,8874090,K01404.01,Kepler-834 b,CANDIDATE
900,11666881,K00167.01,Kepler-480 b,CANDIDATE
901,9264949,K01405.01,Kepler-835 b,CANDIDATE
902,9271752,K01406.01,Kepler-836 b,CANDIDATE
903,9007866,K01407.01,,FALSE POSITIVE
904,9150827,K01408.01,,CANDIDATE
905,3939150,K01215.02,Kepler-277 c,CANDIDATE
906,3839488,K01216.01,Kepler-794 b,CANDIDATE
907,3542588,K01217.01,,FALSE POSITIVE
908,3442055,K01218.01,Kepler-795 b,CANDIDATE
909,3440861,K01219.01,,FALSE POSITIVE
910,12252424,K00153.01,Kepler-113 c,CANDIDATE
911,8700771,K01283.01,Kepler-806 b,CANDIDATE
912,10960993,K01284.01,,FALSE POSITIVE
913,6541920,K00157.02,Kepler-11 d,CANDIDATE
914,10599397,K01285.01,,FALSE POSITIVE
915,10879208,K01286.01,,FALSE POSITIVE
916,4570931,K01343.01,,FALSE POSITIVE
917,4136466,K01344.01,Kepler-826 b,CANDIDATE
918,7284688,K01345.01,,FALSE POSITIVE
919,7199774,K01346.01,,FALSE POSITIVE
920,7037540,K01347.01,,FALSE POSITIVE
921,6866228,K01348.01,,FALSE POSITIVE
922,9391208,K01409.01,Kepler-837 b,CANDIDATE
923,9391506,K01410.01,Kepler-838 b,CANDIDATE
924,8950853,K01412.01,Kepler-839 b,CANDIDATE
925,9006449,K01413.01,Kepler-295 b,CANDIDATE
926,9006449,K01413.02,Kepler-295 c,CANDIDATE
927,9006449,K01413.03,Kepler-295 d,CANDIDATE
928,4043190,K01220.01,Kepler-796 b,CANDIDATE
929,3640905,K01221.01,Kepler-278 b,CANDIDATE
930,3640905,K01221.02,Kepler-278 c,CANDIDATE
931,4060815,K01222.01,,FALSE POSITIVE
932,6613006,K01223.01,,FALSE POSITIVE
933,6606653,K01224.01,,FALSE POSITIVE
934,10790387,K01288.01,Kepler-807 b,CANDIDATE
935,10748393,K01289.01,,FALSE POSITIVE
936,10874226,K01290.01,,FALSE POSITIVE
937,10661771,K01291.01,,FALSE POSITIVE
938,10924853,K01292.01,,FALSE POSITIVE
939,10874926,K01293.01,,FALSE POSITIVE
940,6631721,K00160.01,,CANDIDATE
941,6847018,K01349.01,,FALSE POSITIVE
942,7220322,K01350.01,,FALSE POSITIVE
943,6956233,K01352.01,,FALSE POSITIVE
944,7303287,K01353.01,Kepler-289 c,CANDIDATE
945,7303287,K01353.02,Kepler-289 b,CANDIDATE
946,11512246,K00168.01,Kepler-23 c,CANDIDATE
947,8916492,K01414.01,,FALSE POSITIVE
948,11193447,K01415.01,,FALSE POSITIVE
949,11517719,K01416.01,Kepler-840 b,CANDIDATE
950,11599264,K01417.01,,FALSE POSITIVE
951,11100657,K01418.01,,FALSE POSITIVE
952,6620003,K01225.01,,FALSE POSITIVE
953,6621116,K01226.01,,FALSE POSITIVE
954,6629332,K01227.01,,FALSE POSITIVE
955,6387450,K01228.01,,FALSE POSITIVE
956,12252424,K00153.02,Kepler-113 b,CANDIDATE
957,6432059,K01229.01,,FALSE POSITIVE
958,10549562,K01294.01,,FALSE POSITIVE
959,10874614,K00017.01,Kepler-6 b,CANDIDATE
960,6541920,K00157.03,Kepler-11 e,CANDIDATE
961,10666230,K01295.01,,FALSE POSITIVE
962,10971674,K01296.01,,CANDIDATE
963,6891543,K01354.01,,FALSE POSITIVE
964,7211141,K01355.01,Kepler-827 b,CANDIDATE
965,7363829,K01356.01,,CANDIDATE
966,6719086,K01357.01,,CANDIDATE
967,7376983,K01358.01,,CANDIDATE
968,5084942,K00161.01,Kepler-475 b,CANDIDATE
969,11125936,K01419.01,,FALSE POSITIVE
970,11026304,K01420.01,,CANDIDATE
971,11342550,K01421.01,,CANDIDATE
972,11497958,K01422.01,Kepler-296 c,CANDIDATE
973,11497958,K01422.02,Kepler-296 d,CANDIDATE
974,6462874,K01231.01,,FALSE POSITIVE
975,6665223,K01232.01,,FALSE POSITIVE
976,6545358,K01233.01,,FALSE POSITIVE
977,6390824,K01234.01,,FALSE POSITIVE
978,6546528,K01235.01,,FALSE POSITIVE
979,10676923,K01297.01,,FALSE POSITIVE
980,10604335,K01298.01,Kepler-283 b,CANDIDATE
981,10864656,K01299.01,Kepler-432 b,CANDIDATE
982,10975146,K01300.01,Kepler-808 b,CANDIDATE
983,10538176,K01301.01,Kepler-284 b,CANDIDATE
984,7376983,K01358.02,,CANDIDATE
985,7376983,K01358.03,,CANDIDATE
986,7376983,K01358.04,,CANDIDATE
987,6946199,K01359.01,,CANDIDATE
988,6946199,K01359.02,,CANDIDATE
989,11497958,K01422.03,Kepler-296 b,CANDIDATE
990,11177707,K01423.01,Kepler-841 b,CANDIDATE
991,11611600,K01424.01,Kepler-842 b,CANDIDATE
992,11254382,K01425.01,Kepler-843 b,CANDIDATE
993,11122894,K01426.01,Kepler-297 b,CANDIDATE
994,6677841,K01236.01,Kepler-279 c,FALSE POSITIVE
995,6677841,K01236.02,Kepler-279 b,FALSE POSITIVE
996,6677841,K01236.03,Kepler-279 d,CANDIDATE
997,9970525,K00154.01,,FALSE POSITIVE
998,6531491,K01237.01,,FALSE POSITIVE
999,6383821,K01238.01,Kepler-797 b,CANDIDATE
1000,10538176,K01301.02,Kepler-284 c,CANDIDATE
1001,10724369,K01302.01,Kepler-809 b,CANDIDATE
1002,6541920,K00157.04,Kepler-11 f,CANDIDATE
1003,10867062,K01303.01,,CANDIDATE
1004,10744335,K01304.01,Kepler-810 b,CANDIDATE
1005,4860678,K01602.01,,CANDIDATE
1006,7023960,K00187.01,,FALSE POSITIVE
1007,10033279,K01604.01,,FALSE POSITIVE
1008,5009189,K01605.01,,FALSE POSITIVE
1009,8230616,K01713.02,Kepler-316 b,CANDIDATE
1010,9836959,K01715.01,,CANDIDATE
1011,9838949,K01716.01,Kepler-935 b,CANDIDATE
1012,9895006,K01717.01,Kepler-936 b,CANDIDATE
1013,9896558,K01718.01,Kepler-937 b,CANDIDATE
1014,9589323,K01488.01,Kepler-861 b,CANDIDATE
1015,9823487,K01489.01,,CANDIDATE
1016,9602514,K01490.01,,FALSE POSITIVE
1017,9726659,K01491.01,Kepler-862 b,CANDIDATE
1018,12108312,K01492.01,,FALSE POSITIVE
1019,5371776,K01557.01,Kepler-304 b,CANDIDATE
1020,5371776,K01557.02,Kepler-304 d,CANDIDATE
1021,5371776,K01557.03,Kepler-304 c,CANDIDATE
1022,9573539,K00180.01,Kepler-484 b,CANDIDATE
1023,5371776,K01557.04,Kepler-304 e,CANDIDATE
1024,9886661,K01606.01,Kepler-905 b,CANDIDATE
1025,5477805,K01607.01,,FALSE POSITIVE
1026,10055126,K01608.01,Kepler-311 b,CANDIDATE
1027,10055126,K01608.02,Kepler-311 c,CANDIDATE
1028,5009743,K01609.01,Kepler-906 b,CANDIDATE
1029,10015937,K01720.01,,CANDIDATE
1030,10019065,K01721.01,Kepler-938 b,CANDIDATE
1031,7950644,K00192.01,Kepler-427 b,CANDIDATE
1032,10080248,K01722.01,Kepler-939 b,CANDIDATE
1033,10213902,K01723.01,Kepler-940 b,CANDIDATE
1034,9842906,K01493.01,,FALSE POSITIVE
1035,11821363,K01494.01,,CANDIDATE
1036,7629518,K01495.01,Kepler-863 b,CANDIDATE
1037,10810838,K00174.01,Kepler-482 b,CANDIDATE
1038,4828341,K01496.01,,FALSE POSITIVE
1039,10019763,K01558.01,,FALSE POSITIVE
1040,9899280,K01559.01,,FALSE POSITIVE
1041,8046659,K01560.01,,FALSE POSITIVE
1042,4940438,K01561.01,,FALSE POSITIVE
1043,5308663,K01562.01,,FALSE POSITIVE
1044,5474733,K01610.01,,FALSE POSITIVE
1045,10963065,K01612.01,Kepler-408 b,CANDIDATE
1046,6268648,K01613.01,Kepler-907 b,CANDIDATE
1047,10125352,K00021.01,,FALSE POSITIVE
1048,5357901,K00188.01,Kepler-425 b,CANDIDATE
1049,4278221,K01615.01,Kepler-908 b,CANDIDATE
1050,10214162,K01724.01,Kepler-941 b,CANDIDATE
1051,10905746,K01725.01,Kepler-1651 b,CANDIDATE
1052,8242434,K01726.01,Kepler-942 b,CANDIDATE
1053,6185331,K01727.01,Kepler-943 b,CANDIDATE
1054,11820830,K01728.01,,CANDIDATE
1055,11774387,K01497.01,,FALSE POSITIVE
