,kepid,digits,KeplerName,Disposition
4192,6065351,K04569.01,,FALSE POSITIVE
4193,4060229,K04570.01,,CANDIDATE
4194,6761777,K04571.01,Kepler-1615 b,CANDIDATE
4195,4825872,K04639.02,,FALSE POSITIVE
4196,9412623,K04640.01,Kepler-1618 b,CANDIDATE
4197,3644505,K04641.01,,FALSE POSITIVE
4198,4664743,K04642.01,,FALSE POSITIVE
4199,4735826,K03184.01,,CANDIDATE
4200,6593734,K04722.01,,FALSE POSITIVE
4201,8443527,K03197.01,,CANDIDATE
4202,9711297,K04723.01,,FALSE POSITIVE
4203,8395860,K04724.01,,CANDIDATE
4204,7778621,K04725.01,,CANDIDATE
4205,5956354,K04726.01,,FALSE POSITIVE
4206,9100953,K04500.02,,CANDIDATE
4207,8109107,K04501.01,,FALSE POSITIVE
4208,6200529,K04502.01,,FALSE POSITIVE
4209,10907132,K04503.01,,CANDIDATE
4210,6520753,K04504.01,,CANDIDATE
4211,6929285,K04572.01,,FALSE POSITIVE
4212,4848321,K04573.01,,FALSE POSITIVE
4213,12255382,K03167.01,,FALSE POSITIVE
4214,6522745,K04574.01,,FALSE POSITIVE
4215,9893468,K04575.01,,CANDIDATE
4216,11655826,K04643.01,,CANDIDATE
4217,1721157,K04644.01,,CANDIDATE
4218,11076276,K04645.01,,FALSE POSITIVE
4219,12012439,K04646.01,,FALSE POSITIVE
4220,9947653,K04647.01,,CANDIDATE
4221,4374610,K04712.01,,FALSE POSITIVE
4222,9002538,K03196.02,,CANDIDATE
4223,5253802,K04713.01,,CANDIDATE
4224,12554634,K04714.01,,CANDIDATE
4225,6264750,K04715.01,,CANDIDATE
4226,11290515,K04716.01,,CANDIDATE
4227,6520753,K04504.02,,CANDIDATE
4228,6278762,K03158.04,Kepler-444 e,CANDIDATE
4229,8493354,K04505.01,,CANDIDATE
4230,4545570,K04506.01,,CANDIDATE
4231,7598111,K04507.01,,FALSE POSITIVE
4232,5457326,K04508.01,,CANDIDATE
4233,8240746,K04576.01,,FALSE POSITIVE
4234,10610039,K04577.01,,CANDIDATE
4235,9652655,K04578.01,,FALSE POSITIVE
4236,10140843,K04579.01,,FALSE POSITIVE
4237,8628761,K04580.01,,CANDIDATE
4238,8652360,K04562.02,,FALSE POSITIVE
4239,10473272,K04648.01,,FALSE POSITIVE
4240,4750669,K04649.01,,CANDIDATE
4241,9824928,K04650.01,,CANDIDATE
4242,6717252,K04651.01,,CANDIDATE
4243,5817685,K04652.01,,FALSE POSITIVE
4244,4902202,K04717.01,,FALSE POSITIVE
4245,7282042,K04718.01,,FALSE POSITIVE
4246,7523542,K04719.01,,FALSE POSITIVE
4247,3109937,K04720.01,,FALSE POSITIVE
4248,9386171,K04721.01,,FALSE POSITIVE
4249,11350118,K04509.01,,CANDIDATE
4250,11671579,K04510.01,Kepler-1611 b,CANDIDATE
4251,11553598,K04511.01,,FALSE POSITIVE
4252,12069414,K04512.01,,FALSE POSITIVE
4253,9216775,K04513.01,Kepler-1612 b,CANDIDATE
4254,2572029,K04581.01,,CANDIDATE
4255,7905106,K04582.01,,CANDIDATE
4256,9007151,K04583.01,,CANDIDATE
4257,4450844,K03168.01,,CANDIDATE
4258,8443265,K04584.01,,FALSE POSITIVE
4259,3240406,K03185.01,,FALSE POSITIVE
4260,11181260,K04653.01,,CANDIDATE
4261,5090803,K04654.01,,FALSE POSITIVE
4262,2558163,K04655.01,,CANDIDATE
4263,8107611,K04656.01,,CANDIDATE
4264,6137779,K04728.01,,FALSE POSITIVE
4265,11913072,K04729.01,,FALSE POSITIVE
4266,8752940,K04730.01,,CANDIDATE
4267,9083470,K04731.01,,FALSE POSITIVE
4268,5783732,K04514.01,,FALSE POSITIVE
4269,6278762,K03158.05,Kepler-444 f,CANDIDATE
4270,7900100,K04515.01,,FALSE POSITIVE
4271,9849884,K04516.01,,FALSE POSITIVE
4272,11243547,K04517.01,,FALSE POSITIVE
4273,4384909,K07693.01,,CANDIDATE
4274,9009036,K04585.01,Kepler-1616 b,CANDIDATE
4275,11506654,K04586.01,,CANDIDATE
4276,5687700,K04587.01,,CANDIDATE
4277,8806985,K04588.01,,CANDIDATE
4278,10491525,K04589.01,,FALSE POSITIVE
4279,3859042,K07675.01,,FALSE POSITIVE
4280,6527078,K04657.01,,CANDIDATE
4281,4946049,K04658.01,,FALSE POSITIVE
4282,2857607,K04659.01,,CANDIDATE
4283,5559651,K04660.01,,FALSE POSITIVE
4284,5962262,K04661.01,,CANDIDATE
4285,5437348,K04448.01,,FALSE POSITIVE
4286,8429668,K04449.01,,FALSE POSITIVE
4287,7429240,K04450.01,Kepler-1606 b,CANDIDATE
4288,10120548,K04451.01,,CANDIDATE
4289,4474462,K04452.01,,CANDIDATE
4290,7032001,K04518.01,,FALSE POSITIVE
4291,4141593,K07685.02,,CANDIDATE
4292,10003058,K04519.01,,CANDIDATE
4293,9031703,K04520.01,,CANDIDATE
4294,6199864,K04521.01,,FALSE POSITIVE
4295,9577855,K04522.01,,FALSE POSITIVE
4296,12204137,K04590.01,,CANDIDATE
4297,4386607,K07694.01,,FALSE POSITIVE
4298,5389956,K04591.01,,CANDIDATE
4299,12108364,K04592.01,,FALSE POSITIVE
4300,10662202,K00750.02,,CANDIDATE
4301,10407210,K04662.01,,FALSE POSITIVE
4302,7457278,K03188.01,,FALSE POSITIVE
4303,3934657,K07676.01,,CANDIDATE
4304,7515336,K04663.01,,CANDIDATE
4305,8984755,K04664.01,,FALSE POSITIVE
4306,7366895,K04665.01,,FALSE POSITIVE
4307,10729472,K04453.01,,FALSE POSITIVE
4308,6200612,K04454.01,,FALSE POSITIVE
4309,9777200,K04455.01,,FALSE POSITIVE
4310,3557560,K04456.01,,CANDIDATE
4311,12109267,K04457.01,,CANDIDATE
4312,8700895,K04523.01,,CANDIDATE
4313,5003670,K04524.01,,CANDIDATE
4314,5200084,K03159.01,,FALSE POSITIVE
4315,4144873,K07686.01,,FALSE POSITIVE
4316,5003670,K04524.02,,CANDIDATE
4317,9171886,K04525.01,,FALSE POSITIVE
4318,3337061,K03172.02,,FALSE POSITIVE
4319,5696918,K04594.01,,FALSE POSITIVE
4320,12265786,K04595.01,,CANDIDATE
4321,10873178,K04597.01,,CANDIDATE
4322,11337012,K04666.01,,CANDIDATE
4323,8359569,K04667.01,,CANDIDATE
4324,2720828,K04669.01,,FALSE POSITIVE
4325,9837828,K04670.01,,CANDIDATE
4326,4857058,K03061.02,,FALSE POSITIVE
4327,8652577,K04458.01,,CANDIDATE
4328,8804937,K04459.01,,FALSE POSITIVE
4329,9947389,K04460.01,,CANDIDATE
4330,11912987,K04461.01,,FALSE POSITIVE
4331,3765917,K04526.01,,CANDIDATE
4332,4136659,K07683.01,,FALSE POSITIVE
4333,7833305,K04528.01,,CANDIDATE
4334,6610064,K04529.01,,FALSE POSITIVE
4335,12647577,K04530.01,,CANDIDATE
4336,5476671,K04598.01,,FALSE POSITIVE
4337,7335972,K04599.01,,FALSE POSITIVE
4338,2694632,K04600.01,,FALSE POSITIVE
4339,11153476,K04601.01,,CANDIDATE
4340,6144039,K04602.01,,CANDIDATE
4341,5428471,K04671.01,,FALSE POSITIVE
4342,7283710,K04672.01,,FALSE POSITIVE
4343,5985713,K03190.01,,CANDIDATE
4344,10794509,K04673.01,,FALSE POSITIVE
4345,6839010,K04674.01,,CANDIDATE
4346,9775385,K04462.01,,CANDIDATE
4347,6197344,K04463.01,,CANDIDATE
4348,11357664,K04464.01,,CANDIDATE
4349,3967501,K07677.01,,FALSE POSITIVE
4350,7272132,K04466.01,,CANDIDATE
4351,6437226,K04531.01,,FALSE POSITIVE
4352,2710623,K04532.01,,FALSE POSITIVE
4353,3330684,K04533.01,,FALSE POSITIVE
4354,2696703,K03161.01,,FALSE POSITIVE
4355,7699298,K04534.01,,FALSE POSITIVE
4356,8430053,K04603.01,,CANDIDATE
4357,7115661,K03174.01,,FALSE POSITIVE
4358,2853889,K04604.01,,FALSE POSITIVE
4359,12458605,K04605.01,,CANDIDATE
4360,4845862,K04606.01,,FALSE POSITIVE
4361,10130057,K04675.01,,FALSE POSITIVE
4362,4953173,K04676.01,,CANDIDATE
4363,9838608,K04677.01,,FALSE POSITIVE
4364,4247811,K04678.01,,FALSE POSITIVE
4365,6543645,K04679.01,,FALSE POSITIVE
4366,5352640,K04467.01,,CANDIDATE
4367,8738244,K03157.01,,FALSE POSITIVE
4368,4157052,K04468.01,,FALSE POSITIVE
4369,10006641,K04469.01,,FALSE POSITIVE
4370,10815916,K04470.01,,FALSE POSITIVE
4371,3547760,K04535.01,,CANDIDATE
4372,4848115,K04537.01,,FALSE POSITIVE
4373,4048898,K07678.01,,CANDIDATE
4374,5991765,K04538.01,,FALSE POSITIVE
4375,3962872,K04539.01,,FALSE POSITIVE
4376,11912911,K04607.01,,FALSE POSITIVE
4377,7045435,K04608.01,,FALSE POSITIVE
4378,2972800,K04609.01,,FALSE POSITIVE
4379,8573168,K04610.01,,FALSE POSITIVE
4380,10801249,K04611.01,,FALSE POSITIVE
4381,4587135,K04680.01,,CANDIDATE
4382,3857860,K04681.01,,FALSE POSITIVE
4383,5024252,K04682.01,,FALSE POSITIVE
4384,7430876,K03193.01,,FALSE POSITIVE
4385,9602775,K04684.01,,FALSE POSITIVE
4386,8955709,K04471.01,,FALSE POSITIVE
4387,7031430,K04472.01,,FALSE POSITIVE
4388,7133294,K04473.01,Kepler-1607 b,FALSE POSITIVE
4389,4381429,K04474.01,Kepler-1608 b,CANDIDATE
4390,11912916,K04475.01,,FALSE POSITIVE
4391,5511659,K04541.01,,CANDIDATE
4392,9640946,K04542.01,,FALSE POSITIVE
4393,9776186,K04543.01,,FALSE POSITIVE
4394,9752973,K03162.01,,FALSE POSITIVE
4395,8044600,K04612.01,,FALSE POSITIVE
4396,10220837,K04613.01,,CANDIDATE
4397,10991239,K03178.01,,FALSE POSITIVE
4398,7583650,K04614.01,,CANDIDATE
4399,9345819,K04615.01,,FALSE POSITIVE
4400,9180566,K04616.01,,FALSE POSITIVE
4401,3867794,K04685.01,,CANDIDATE
4402,5819801,K04686.01,,CANDIDATE
4403,11092040,K04687.01,,FALSE POSITIVE
4404,4851145,K04688.01,,FALSE POSITIVE
4405,10292540,K04689.01,,FALSE POSITIVE
4406,3732894,K04476.01,,FALSE POSITIVE
4407,6276791,K04477.01,,CANDIDATE
4408,6278762,K03158.01,Kepler-444 b,CANDIDATE
4409,6276791,K04477.02,,CANDIDATE
4410,8636600,K04478.01,,CANDIDATE
4411,10220950,K04544.01,,FALSE POSITIVE
4412,5033823,K04546.01,,CANDIDATE
4413,10342316,K04547.01,,FALSE POSITIVE
4414,3223433,K04548.01,,CANDIDATE
4415,8803757,K04904.01,,CANDIDATE
4416,12021811,K04905.01,,FALSE POSITIVE
4417,9479306,K04906.01,,CANDIDATE
4418,5437762,K04907.01,,CANDIDATE
4419,4730442,K07702.01,,FALSE POSITIVE
4420,9447166,K03296.01,Kepler-1459 b,CANDIDATE
4421,9643043,K03297.01,,FALSE POSITIVE
4422,8151055,K03298.01,Kepler-1460 b,CANDIDATE
4423,7177555,K03299.01,,FALSE POSITIVE
4424,3348082,K01196.02,Kepler-274 b,CANDIDATE
4425,4996057,K07712.01,,CANDIDATE
4426,8349399,K04763.01,,CANDIDATE
4427,6043562,K04764.01,,CANDIDATE
4428,10615440,K04765.01,Kepler-1622 b,CANDIDATE
4429,4919550,K04766.01,,CANDIDATE
4430,5802292,K04767.01,,FALSE POSITIVE
4431,5126932,K07718.01,,FALSE POSITIVE
4432,10034146,K04835.01,,FALSE POSITIVE
4433,4175105,K04836.01,,FALSE POSITIVE
4434,5645170,K04837.01,,CANDIDATE
4435,8216763,K04838.01,,CANDIDATE
4436,9110610,K04839.01,,CANDIDATE
4437,2437897,K04909.01,,FALSE POSITIVE
4438,9307966,K04910.01,,FALSE POSITIVE
4439,5556726,K03223.01,,FALSE POSITIVE
4440,2554853,K04911.01,,FALSE POSITIVE
4441,5208962,K04912.01,,CANDIDATE
4442,7889486,K03300.02,,FALSE POSITIVE
4443,8301878,K03301.01,,CANDIDATE
4444,8233802,K03302.01,,FALSE POSITIVE
4445,7510820,K03303.01,Kepler-1461 b,CANDIDATE
4446,10221505,K04768.01,,CANDIDATE
4447,6116035,K04769.01,,FALSE POSITIVE
4448,8958359,K04770.01,,FALSE POSITIVE
4449,11658036,K04771.01,,CANDIDATE
4450,8397947,K04772.01,,CANDIDATE
4451,6665860,K04840.01,,CANDIDATE
4452,7983117,K03214.01,,CANDIDATE
4453,5480884,K04841.01,,FALSE POSITIVE
4454,12506417,K04842.01,,FALSE POSITIVE
4455,10187563,K04843.01,,FALSE POSITIVE
4456,5769810,K04913.01,,CANDIDATE
4457,12071754,K04914.01,,CANDIDATE
4458,10384298,K03224.01,,CANDIDATE
4459,3109550,K03225.01,,CANDIDATE
4460,9307105,K03304.01,,FALSE POSITIVE
4461,6880517,K03305.01,Kepler-1462 b,CANDIDATE
4462,6615511,K03306.01,Kepler-1463 b,CANDIDATE
4463,6131130,K03307.01,,CANDIDATE
4464,3632089,K03308.01,Kepler-1464 b,CANDIDATE
4465,9959494,K03205.01,,FALSE POSITIVE
4466,8397947,K04772.02,,CANDIDATE
4467,7906892,K04773.01,,CANDIDATE
4468,4277304,K04774.01,,CANDIDATE
4469,8626325,K04775.01,,CANDIDATE
4470,3098605,K04844.01,,CANDIDATE
4471,11456405,K04845.01,,FALSE POSITIVE
4472,8320630,K04846.01,,FALSE POSITIVE
4473,4544684,K04847.01,,FALSE POSITIVE
4474,9005321,K04848.01,,CANDIDATE
4475,8975368,K03227.01,,FALSE POSITIVE
4476,5168498,K07719.01,,FALSE POSITIVE
4477,10489539,K03231.01,,FALSE POSITIVE
4478,9569711,K03232.01,,CANDIDATE
4479,12314973,K00279.03,Kepler-450 d,CANDIDATE
4480,3348082,K01196.03,Kepler-274 c,CANDIDATE
4481,3632089,K03308.02,Kepler-1464 c,CANDIDATE
4482,5563300,K03309.01,,CANDIDATE
4483,12253769,K03310.01,,CANDIDATE
4484,8054719,K04776.01,,CANDIDATE
4485,6592335,K04777.01,,CANDIDATE
4486,5651829,K04778.01,,CANDIDATE
4487,4762283,K07706.01,,CANDIDATE
4488,9094763,K04779.01,,FALSE POSITIVE
4489,2976017,K04849.01,,CANDIDATE
4490,6786224,K04850.01,,CANDIDATE
4491,10338279,K03216.01,,FALSE POSITIVE
4492,4851239,K04851.01,,FALSE POSITIVE
4493,11072016,K04852.01,,CANDIDATE
4494,3245969,K01101.02,,CANDIDATE
4495,10057494,K03234.01,Kepler-1443 b,CANDIDATE
4496,7902003,K03236.01,,CANDIDATE
4497,6587796,K03237.01,Kepler-1444 b,CANDIDATE
4498,9489953,K03238.01,,FALSE POSITIVE
4499,5305240,K03239.01,,FALSE POSITIVE
4500,11905409,K03312.01,,CANDIDATE
4501,9571186,K03313.01,,CANDIDATE
4502,9838060,K03314.01,,FALSE POSITIVE
4503,8554701,K03315.01,Kepler-1466 b,CANDIDATE
4504,9031209,K03316.01,Kepler-1467 b,CANDIDATE
4505,5951416,K04781.01,,FALSE POSITIVE
4506,5612697,K03206.01,,CANDIDATE
4507,8973285,K04782.01,,CANDIDATE
4508,4645833,K04783.01,,FALSE POSITIVE
4509,8940918,K04784.01,,FALSE POSITIVE
4510,3758922,K04853.01,,CANDIDATE
4511,8360041,K04854.01,,CANDIDATE
4512,9782748,K04856.01,,CANDIDATE
4513,2860656,K04857.01,,CANDIDATE
4514,6206559,K03240.01,,FALSE POSITIVE
4515,9532117,K03241.01,,FALSE POSITIVE
4516,6928906,K03242.01,,FALSE POSITIVE
4517,9821151,K03243.01,,FALSE POSITIVE
4518,8073705,K03245.01,Kepler-1445 b,CANDIDATE
4519,8330548,K01132.02,,FALSE POSITIVE
4520,4271474,K03324.01,Kepler-1469 b,CANDIDATE
4521,5130983,K03325.01,,FALSE POSITIVE
4522,11497958,K01422.04,Kepler-296 f,CANDIDATE
4523,11093538,K03326.01,,FALSE POSITIVE
4524,11044779,K03327.01,,FALSE POSITIVE
4525,6438379,K04785.01,,FALSE POSITIVE
4526,9145415,K04786.01,,FALSE POSITIVE
4527,4545926,K04787.01,,FALSE POSITIVE
4528,9396760,K04788.01,,FALSE POSITIVE
4529,5119619,K04789.01,,FALSE POSITIVE
4530,9582496,K04858.01,,FALSE POSITIVE
4531,7094944,K04859.01,,CANDIDATE
4532,2573108,K03217.01,,FALSE POSITIVE
4533,6425597,K04861.01,,CANDIDATE
4534,9885417,K03246.01,Kepler-1446 b,CANDIDATE
4535,3336476,K03247.01,,FALSE POSITIVE
4536,10917433,K03248.01,,CANDIDATE
4537,5091479,K07715.01,,CANDIDATE
4538,9083564,K03249.01,,FALSE POSITIVE
4539,7335713,K03250.01,,FALSE POSITIVE
4540,8331612,K03318.01,,CANDIDATE
4541,8874090,K01404.02,,CANDIDATE
4542,8331612,K03318.02,,CANDIDATE
4543,5185765,K07720.01,,FALSE POSITIVE
4544,5965819,K03319.01,,CANDIDATE
4545,5965819,K03319.02,Kepler-1468 b,CANDIDATE
4546,8328916,K04790.01,,CANDIDATE
4547,11294883,K04791.01,,FALSE POSITIVE
4548,3832474,K00806.05,,FALSE POSITIVE
4549,10155029,K03208.01,,CANDIDATE
4550,11618569,K04792.01,,CANDIDATE
4551,11973517,K04862.01,,CANDIDATE
4552,5471566,K04863.01,,FALSE POSITIVE
4553,7345248,K04864.01,,CANDIDATE
4554,5814013,K04865.01,,FALSE POSITIVE
4555,7117355,K04866.01,,FALSE POSITIVE
4556,5653072,K03252.01,,FALSE POSITIVE
4557,2707985,K03253.01,,FALSE POSITIVE
4558,9899141,K03254.01,,FALSE POSITIVE
4559,8183288,K03255.01,Kepler-437 b,CANDIDATE
4560,11305996,K03256.01,,FALSE POSITIVE
4561,5965819,K03319.03,Kepler-1468 c,CANDIDATE
4562,6690171,K03320.01,,FALSE POSITIVE
4563,6859801,K03321.01,,FALSE POSITIVE
4564,7767733,K03322.01,,FALSE POSITIVE
4565,5193659,K03323.01,,CANDIDATE
4566,6220312,K04793.01,,CANDIDATE
4567,6358937,K04794.01,,CANDIDATE
4568,9007609,K04795.01,,FALSE POSITIVE
4569,11038580,K04796.01,,FALSE POSITIVE
4570,7771181,K04797.01,,CANDIDATE
4571,9509223,K04867.01,,FALSE POSITIVE
4572,6720773,K04868.01,,FALSE POSITIVE
4573,8056651,K04869.01,,FALSE POSITIVE
4574,4665991,K04870.01,,FALSE POSITIVE
4575,10191036,K03218.01,,FALSE POSITIVE
4576,8280511,K01151.03,Kepler-271 d,CANDIDATE
4577,4366323,K03258.01,,CANDIDATE
4578,2853029,K03259.01,,CANDIDATE
4579,12156174,K03260.01,Kepler-1447 b,CANDIDATE
4580,4634135,K03328.01,,FALSE POSITIVE
4581,6955671,K03329.01,,CANDIDATE
4582,5097856,K07716.01,,CANDIDATE
4583,4736644,K03330.01,Kepler-1470 b,CANDIDATE
4584,5876805,K03331.01,,FALSE POSITIVE
4585,5818068,K03332.01,,FALSE POSITIVE
4586,10139390,K04798.01,,FALSE POSITIVE
4587,8278073,K04799.01,,CANDIDATE
4588,5273713,K07722.01,,FALSE POSITIVE
4589,3526331,K04800.01,,FALSE POSITIVE
4590,10810859,K04801.01,,CANDIDATE
4591,7017274,K03209.01,,CANDIDATE
4592,6767227,K04871.01,,CANDIDATE
4593,11496490,K04872.01,,FALSE POSITIVE
4594,1430305,K04873.01,,FALSE POSITIVE
4595,7117549,K04874.01,,FALSE POSITIVE
4596,2986833,K04875.01,,CANDIDATE
4597,12055539,K03261.01,Kepler-1448 b,CANDIDATE
4598,12056139,K03262.01,Kepler-1449 b,CANDIDATE
4599,11853130,K03263.01,,CANDIDATE
4600,4774646,K07707.01,,FALSE POSITIVE
4601,9345933,K03264.01,,CANDIDATE
4602,10030778,K03265.01,,FALSE POSITIVE
4603,7870282,K04732.01,,FALSE POSITIVE
4604,11153259,K03200.01,,FALSE POSITIVE
4605,9021075,K04733.01,,CANDIDATE
4606,5783938,K04734.01,,FALSE POSITIVE
4607,11338056,K04735.01,,CANDIDATE
4608,3445812,K04802.01,,FALSE POSITIVE
4609,4473613,K04803.01,Kepler-1623 b,CANDIDATE
4610,10676750,K04804.01,,CANDIDATE
4611,8960918,K04805.01,,FALSE POSITIVE
4612,4647662,K04806.01,,FALSE POSITIVE
4613,9822284,K04807.01,,CANDIDATE
4614,8940700,K04876.01,,FALSE POSITIVE
4615,9581589,K04877.01,,CANDIDATE
4616,11804437,K04878.01,,CANDIDATE
4617,9850966,K04879.01,,FALSE POSITIVE
4618,8747009,K04880.01,,FALSE POSITIVE
4619,8826007,K03266.01,Kepler-1450 b,CANDIDATE
4620,8280511,K01151.04,,CANDIDATE
4621,8620402,K03267.01,,CANDIDATE
4622,8379021,K03268.01,,CANDIDATE
4623,8104030,K03269.01,,FALSE POSITIVE
4624,4813793,K07708.01,,CANDIDATE
4625,5282477,K04736.01,,FALSE POSITIVE
4626,7266212,K04737.01,,CANDIDATE
4627,6681546,K04738.01,,FALSE POSITIVE
4628,6421137,K04739.01,,FALSE POSITIVE
4629,9893278,K04740.01,,FALSE POSITIVE
4630,9419020,K04808.01,,CANDIDATE
4631,4548162,K04809.01,,FALSE POSITIVE
4632,4270799,K04810.01,,CANDIDATE
4633,8811490,K04811.01,,CANDIDATE
4634,7293937,K03211.01,,FALSE POSITIVE
4635,8043721,K04812.01,,FALSE POSITIVE
4636,7985733,K03219.01,,FALSE POSITIVE
4637,8094120,K04881.01,,CANDIDATE
4638,6522824,K04882.01,,FALSE POSITIVE
4639,6802536,K04883.01,,FALSE POSITIVE
4640,4750341,K04884.01,,FALSE POSITIVE
4641,9935642,K04885.01,,CANDIDATE
4642,6612327,K03270.01,,FALSE POSITIVE
4643,7285757,K03271.01,,CANDIDATE
4644,7285757,K03271.02,,CANDIDATE
4645,5211922,K03273.01,,FALSE POSITIVE
4646,5280587,K03274.01,Kepler-1451 b,CANDIDATE
4647,8129005,K04741.01,,FALSE POSITIVE
4648,4840156,K07709.01,,FALSE POSITIVE
4649,4138008,K04742.01,Kepler-442 b,CANDIDATE
4650,4262040,K03202.01,,CANDIDATE
4651,6468904,K04743.01,,CANDIDATE
4652,5709906,K04744.01,,CANDIDATE
4653,4840672,K04813.01,,CANDIDATE
4654,9777556,K04814.01,,FALSE POSITIVE
4655,7287677,K04815.01,,CANDIDATE
4656,10753922,K04816.01,,FALSE POSITIVE
4657,7692248,K04886.01,,CANDIDATE
4658,4059887,K04887.01,,FALSE POSITIVE
4659,8288741,K04888.01,,FALSE POSITIVE
4660,6852354,K04889.01,,FALSE POSITIVE
4661,6691169,K04890.01,,CANDIDATE
4662,5816811,K01042.02,,FALSE POSITIVE
4663,5303346,K03275.01,,FALSE POSITIVE
4664,3858879,K03276.01,,FALSE POSITIVE
4665,8280511,K01151.05,,CANDIDATE
4666,3120904,K03277.01,Kepler-1452 b,CANDIDATE
4667,3342467,K03278.01,,FALSE POSITIVE
4668,11757451,K04745.01,Kepler-443 b,CANDIDATE
4669,2711597,K04746.01,,FALSE POSITIVE
4670,8047428,K04747.01,Kepler-1621 b,CANDIDATE
4671,11513486,K04748.01,,CANDIDATE
4672,4851283,K07710.01,,FALSE POSITIVE
4673,6520519,K04749.01,,CANDIDATE
4674,9459162,K04818.01,,CANDIDATE
4675,5024138,K04819.01,,FALSE POSITIVE
4676,9969287,K04820.01,,CANDIDATE
4677,9086001,K04821.01,,FALSE POSITIVE
4678,4927734,K03212.01,,FALSE POSITIVE
4679,11189311,K03220.01,Kepler-1442 b,CANDIDATE
4680,10747501,K04891.01,,CANDIDATE
4681,10586744,K04892.01,,CANDIDATE
4682,11970050,K04893.01,,CANDIDATE
4683,10031918,K04894.01,,FALSE POSITIVE
4684,5276332,K07723.01,,FALSE POSITIVE
4685,3544640,K03279.01,,CANDIDATE
4686,10653179,K03280.01,Kepler-1453 b,CANDIDATE
4687,12066569,K03282.01,Kepler-1455 b,CANDIDATE
4688,6497146,K03284.01,Kepler-438 b,CANDIDATE
4689,8625813,K03285.01,,FALSE POSITIVE
4690,5308296,K04750.01,,CANDIDATE
4691,9953575,K04751.01,,FALSE POSITIVE
4692,7887890,K04752.01,,FALSE POSITIVE
4693,3122872,K03203.01,,CANDIDATE
4694,4544628,K04753.01,,FALSE POSITIVE
4695,9702945,K04822.01,,CANDIDATE
4696,11401253,K04823.01,,CANDIDATE
4697,7052511,K04824.01,,FALSE POSITIVE
4698,4764774,K04825.01,,FALSE POSITIVE
4699,10549902,K04826.01,,CANDIDATE
4700,12416597,K04895.01,,CANDIDATE
4701,11135694,K04896.01,,CANDIDATE
4702,9910828,K04897.01,,FALSE POSITIVE
4703,10065053,K04898.01,,CANDIDATE
4704,11867608,K04899.01,,FALSE POSITIVE
4705,8016691,K03286.01,Kepler-1456 b,CANDIDATE
4706,6584273,K03287.01,Kepler-1457 b,CANDIDATE
4707,5768816,K03288.01,Kepler-1458 b,CANDIDATE
4708,3644071,K01192.02,,FALSE POSITIVE
4709,5360974,K03289.01,,FALSE POSITIVE
4710,10291589,K04754.01,,CANDIDATE
4711,5695615,K04756.01,,CANDIDATE
4712,4670267,K07699.01,,FALSE POSITIVE
4713,7435780,K04757.01,,FALSE POSITIVE
4714,8938937,K04758.01,,FALSE POSITIVE
4715,5651846,K04827.01,,CANDIDATE
4716,10556180,K04828.01,,FALSE POSITIVE
4717,12401132,K04829.01,,CANDIDATE
4718,12401132,K04829.02,,FALSE POSITIVE
4719,8308070,K04830.01,,FALSE POSITIVE
4720,6424561,K04900.01,,CANDIDATE
4721,6956136,K03221.01,,FALSE POSITIVE
4722,10661917,K04901.01,,FALSE POSITIVE
4723,10000162,K04902.01,,CANDIDATE
4724,7799701,K04903.01,,FALSE POSITIVE
4725,6233483,K03291.01,,FALSE POSITIVE
4726,5392871,K03292.01,,FALSE POSITIVE
4727,3858851,K03293.01,,FALSE POSITIVE
4728,4466356,K03295.01,,FALSE POSITIVE
4729,7949593,K04759.01,,CANDIDATE
4730,9474232,K04760.01,,FALSE POSITIVE
4731,3859151,K04761.01,,FALSE POSITIVE
4732,7098255,K04762.01,,CANDIDATE
4733,11456279,K03204.01,,CANDIDATE
4734,4670361,K07700.01,,CANDIDATE
4735,5398002,K03213.01,,FALSE POSITIVE
4736,6680911,K04831.01,,FALSE POSITIVE
4737,10356124,K04832.01,,FALSE POSITIVE
4738,10584140,K04833.01,,CANDIDATE
4739,8233326,K04834.01,,CANDIDATE
4740,4940203,K07711.01,,CANDIDATE
4741,6286161,K03501.01,,FALSE POSITIVE
4742,5385471,K03502.01,,FALSE POSITIVE
4743,6368175,K03503.01,,CANDIDATE
4744,5471158,K03504.01,,FALSE POSITIVE
4745,4847843,K03505.01,,FALSE POSITIVE
4746,5120225,K07717.01,,FALSE POSITIVE
4747,9656543,K03588.01,,FALSE POSITIVE
4748,10751515,K03589.01,,FALSE POSITIVE
4749,3348093,K03590.01,,FALSE POSITIVE
4750,6182846,K03591.01,,FALSE POSITIVE
4751,4939346,K01873.02,Kepler-328 b,CANDIDATE
4752,9851126,K03592.01,,FALSE POSITIVE
4753,6268648,K01613.02,,CANDIDATE
4754,11455428,K03365.01,Kepler-1480 b,CANDIDATE
4755,10484409,K03366.01,,FALSE POSITIVE
4756,10935993,K03367.01,,CANDIDATE
4757,5257082,K03368.01,,CANDIDATE
4758,5796185,K03369.01,,FALSE POSITIVE
4759,8628665,K03434.01,,CANDIDATE
4760,3945802,K03435.01,,FALSE POSITIVE
4761,6265665,K03436.01,Kepler-1499 b,CANDIDATE
4762,5881307,K07746.01,,CANDIDATE
4763,4645174,K03437.01,Kepler-1500 b,CANDIDATE
4764,4645174,K03437.02,,CANDIDATE
